map_name,num_agents,solver,timestep,cnf_vars,cnf_clauses,cnf_build_time_s,total_solver_time_s,num_collision_iterations,decisions,propagations,status,seed,params
"mapf-map/empty-8-8.map",10,"MiniSAT",8,523,3217,0.00222526,1.71667,1,287,1052,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T13:13:59Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.0063486,3.15985,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T13:51:59Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.00693698,2.05902,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:05:41Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.0073572,1.63408,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:13:06Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.00680257,0.0239931,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:21:14Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.00697429,0.0249623,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:26:24Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.00819398,0.0836683,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:38:41Z"
"mapf-map/empty-8-8.map",15,"MiniSAT",8,937,6580,0.00809601,0.0925292,12,3311,13395,"SAT",42,"run_id=0;offset=0;run_start_iso=2025-08-28T14:43:31Z"
